Time (Hour-Ending),Date,ERCOT.LOAD,ERCOT.PVGR.GEN,"Total Solar Installed, MW","Solar Output, % of Load","Solar Output, % of Installed",Solar 1-hr MW change,Solar 1-hr % change,Daytime Hour,Ramping Daytime Hour,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2022 17:00:00,Oct-15,61999,7909,12396,12.76,63.80,-484,-5.76,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2022 18:00:00,Oct-15,61220,6110,12396,9.98,49.29,-1799,-22.74,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2022 19:00:00,Oct-15,57932,1364,12396,2.35,11.00,-4746,-77.67,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2022 20:00:00,Oct-15,55943,72,12396,0.13,0.58,-1292,-94.68,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2022 21:00:00,Oct-15,54292,12,12396,0.02,0.09,-61,-83.76,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2022 22:00:00,Oct-15,52278,0,12396,0.00,0.00,-11,-96.89,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2022 23:00:00,Oct-15,49800,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2022 00:00:00,Oct-15,47112,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2022 01:00:00,Oct-16,44624,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2022 02:00:00,Oct-16,42618,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2022 03:00:00,Oct-16,40863,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2022 04:00:00,Oct-16,39663,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2022 05:00:00,Oct-16,39098,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2022 06:00:00,Oct-16,38871,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2022 07:00:00,Oct-16,38801,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2022 08:00:00,Oct-16,39075,30,12396,0.08,0.24,30,8296.09,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2022 09:00:00,Oct-16,40214,911,12396,2.27,7.35,881,2945.39,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2022 10:00:00,Oct-16,42951,2363,12396,5.50,19.06,1451,159.28,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2022 11:00:00,Oct-16,45433,2920,12396,6.43,23.56,558,23.61,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2022 12:00:00,Oct-16,47503,3240,12396,6.82,26.14,320,10.94,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2022 13:00:00,Oct-16,49955,3841,12396,7.69,30.99,601,18.55,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2022 14:00:00,Oct-16,52240,4050,12396,7.75,32.67,209,5.43,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2022 15:00:00,Oct-16,53727,3645,12396,6.78,29.41,-405,-9.99,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2022 16:00:00,Oct-16,54746,3350,12396,6.12,27.02,-295,-8.10,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2022 17:00:00,Oct-16,55404,2322,12396,4.19,18.73,-1028,-30.68,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2022 18:00:00,Oct-16,55031,1308,12396,2.38,10.55,-1014,-43.65,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2022 19:00:00,Oct-16,53799,373,12396,0.69,3.01,-936,-71.52,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2022 20:00:00,Oct-16,53199,158,12396,0.30,1.27,-215,-57.70,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2022 21:00:00,Oct-16,51604,75,12396,0.14,0.60,-83,-52.72,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2022 22:00:00,Oct-16,49327,0,12396,0.00,0.00,-74,-99.57,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2022 23:00:00,Oct-16,46583,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022 00:00:00,Oct-16,43512,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022 01:00:00,Oct-17,40780,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022 02:00:00,Oct-17,38993,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022 03:00:00,Oct-17,37912,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022 04:00:00,Oct-17,37403,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022 05:00:00,Oct-17,37606,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022 06:00:00,Oct-17,38714,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022 07:00:00,Oct-17,40741,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022 08:00:00,Oct-17,41893,17,12396,0.04,0.14,17,4364.96,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022 09:00:00,Oct-17,42074,656,12396,1.56,5.30,640,3774.70,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022 10:00:00,Oct-17,43007,1688,12396,3.92,13.62,1031,157.13,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022 11:00:00,Oct-17,43566,2657,12396,6.10,21.44,970,57.44,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022 12:00:00,Oct-17,43883,3233,12396,7.37,26.08,575,21.65,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022 13:00:00,Oct-17,43973,3791,12396,8.62,30.59,559,17.29,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022 14:00:00,Oct-17,44214,4142,12396,9.37,33.41,350,9.23,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022 15:00:00,Oct-17,44131,4150,12396,9.40,33.48,9,0.21,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022 16:00:00,Oct-17,44122,4364,12396,9.89,35.21,214,5.16,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022 17:00:00,Oct-17,44568,4087,12396,9.17,32.97,-278,-6.37,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022 18:00:00,Oct-17,44528,2955,12396,6.64,23.84,-1131,-27.68,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022 19:00:00,Oct-17,44196,597,12396,1.35,4.82,-2358,-79.79,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022 20:00:00,Oct-17,44688,1,12396,0.00,0.01,-596,-99.83,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022 21:00:00,Oct-17,43906,0,12396,0.00,0.00,-1,-59.08,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022 22:00:00,Oct-17,42066,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2022 23:00:00,Oct-17,39359,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2022 00:00:00,Oct-17,36754,0,12396,0.00,0.00,0,-24.92,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2022 01:00:00,Oct-18,35003,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2022 02:00:00,Oct-18,34011,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2022 03:00:00,Oct-18,33276,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2022 04:00:00,Oct-18,32921,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2022 05:00:00,Oct-18,33384,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2022 06:00:00,Oct-18,34875,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2022 07:00:00,Oct-18,37790,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2022 08:00:00,Oct-18,39289,40,12396,0.10,0.32,39,10721.65,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2022 09:00:00,Oct-18,39396,1241,12396,3.15,10.01,1201,3028.02,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2022 10:00:00,Oct-18,39811,3144,12396,7.90,25.37,1904,153.41,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2022 11:00:00,Oct-18,39999,4126,12396,10.32,33.29,982,31.22,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2022 12:00:00,Oct-18,39614,5547,12396,14.00,44.75,1421,34.43,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2022 13:00:00,Oct-18,39310,6772,12396,17.23,54.63,1225,22.08,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2022 14:00:00,Oct-18,39580,7418,12396,18.74,59.85,647,9.55,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2022 15:00:00,Oct-18,39532,7432,12396,18.80,59.96,14,0.18,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2022 16:00:00,Oct-18,39771,7126,12396,17.92,57.48,-307,-4.13,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2022 17:00:00,Oct-18,40331,6854,12396,16.99,55.29,-272,-3.81,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2022 18:00:00,Oct-18,40505,5105,12396,12.60,41.18,-1749,-25.52,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2022 19:00:00,Oct-18,40997,1393,12396,3.40,11.23,-3712,-72.72,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2022 20:00:00,Oct-18,41753,55,12396,0.13,0.44,-1338,-96.06,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2022 21:00:00,Oct-18,41486,36,12396,0.09,0.29,-19,-34.22,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2022 22:00:00,Oct-18,40129,0,12396,0.00,0.00,-36,-98.84,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/18/2022 23:00:00,Oct-18,37957,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2022 00:00:00,Oct-18,35769,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2022 01:00:00,Oct-19,34488,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2022 02:00:00,Oct-19,33776,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2022 03:00:00,Oct-19,33418,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2022 04:00:00,Oct-19,33432,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2022 05:00:00,Oct-19,34119,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2022 06:00:00,Oct-19,35873,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2022 07:00:00,Oct-19,39004,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2022 08:00:00,Oct-19,40710,64,12396,0.16,0.52,64,18500.29,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2022 09:00:00,Oct-19,40585,2650,12396,6.53,21.38,2586,4039.10,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2022 10:00:00,Oct-19,40347,7960,12396,19.73,64.21,5310,200.38,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2022 11:00:00,Oct-19,39913,9561,12396,23.95,77.13,1601,20.11,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2022 12:00:00,Oct-19,39608,9665,12396,24.40,77.96,104,1.09,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2022 13:00:00,Oct-19,39404,9533,12396,24.19,76.91,-131,-1.36,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2022 14:00:00,Oct-19,39735,9482,12396,23.86,76.49,-52,-0.54,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2022 15:00:00,Oct-19,39840,9585,12396,24.06,77.32,103,1.09,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2022 16:00:00,Oct-19,40268,9784,12396,24.30,78.93,199,2.08,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2022 17:00:00,Oct-19,41005,9624,12396,23.47,77.64,-160,-1.63,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2022 18:00:00,Oct-19,41410,7563,12396,18.26,61.01,-2061,-21.42,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2022 19:00:00,Oct-19,41366,2057,12396,4.97,16.59,-5507,-72.81,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2022 20:00:00,Oct-19,41868,11,12396,0.03,0.09,-2045,-99.45,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2022 21:00:00,Oct-19,41335,0,12396,0.00,0.00,-11,-97.18,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2022 22:00:00,Oct-19,39990,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/19/2022 23:00:00,Oct-19,37867,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022 00:00:00,Oct-19,36128,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022 01:00:00,Oct-20,34564,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022 02:00:00,Oct-20,33884,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022 03:00:00,Oct-20,33550,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022 04:00:00,Oct-20,33463,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022 05:00:00,Oct-20,33938,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022 06:00:00,Oct-20,35877,0,12396,0.00,0.00,0,29.13,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022 07:00:00,Oct-20,38737,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022 08:00:00,Oct-20,40262,49,12396,0.12,0.39,48,13697.87,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022 09:00:00,Oct-20,40239,2779,12396,6.91,22.42,2730,5612.88,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022 10:00:00,Oct-20,40147,8396,12396,20.91,67.73,5617,202.13,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022 11:00:00,Oct-20,40181,9806,12396,24.40,79.11,1410,16.80,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022 12:00:00,Oct-20,40550,9808,12396,24.19,79.12,1,0.01,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022 13:00:00,Oct-20,41202,9612,12396,23.33,77.54,-196,-2.00,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022 14:00:00,Oct-20,42358,9501,12396,22.43,76.64,-111,-1.15,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022 15:00:00,Oct-20,43575,9554,12396,21.93,77.07,53,0.56,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022 16:00:00,Oct-20,45035,9666,12396,21.46,77.97,112,1.17,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022 17:00:00,Oct-20,46395,9474,12396,20.42,76.43,-192,-1.99,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022 18:00:00,Oct-20,46835,7442,12396,15.89,60.03,-2032,-21.45,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022 19:00:00,Oct-20,45724,2079,12396,4.55,16.77,-5363,-72.06,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022 20:00:00,Oct-20,45260,159,12396,0.35,1.28,-1920,-92.35,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022 21:00:00,Oct-20,44494,0,12396,0.00,0.00,-159,-99.79,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022 22:00:00,Oct-20,43083,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2022 23:00:00,Oct-20,40535,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022 00:00:00,Oct-20,37859,0,12396,0.00,0.00,0,25.60,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022 01:00:00,Oct-21,35988,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022 02:00:00,Oct-21,34851,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022 03:00:00,Oct-21,34088,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022 04:00:00,Oct-21,33885,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022 05:00:00,Oct-21,34214,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022 06:00:00,Oct-21,35561,1,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022 07:00:00,Oct-21,38243,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022 08:00:00,Oct-21,39601,48,12396,0.12,0.39,48,9526.77,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022 09:00:00,Oct-21,39945,2791,12396,6.99,22.52,2743,5711.03,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022 10:00:00,Oct-21,40779,8501,12396,20.85,68.58,5710,204.54,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022 11:00:00,Oct-21,41716,9754,12396,23.38,78.69,1253,14.74,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022 12:00:00,Oct-21,42776,9643,12396,22.54,77.79,-111,-1.14,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022 13:00:00,Oct-21,44501,9275,12396,20.84,74.82,-368,-3.81,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022 14:00:00,Oct-21,46879,9220,12396,19.67,74.38,-56,-0.60,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022 15:00:00,Oct-21,49151,8098,12396,16.48,65.33,-1122,-12.17,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022 16:00:00,Oct-21,51091,6675,12396,13.06,53.85,-1423,-17.57,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022 17:00:00,Oct-21,52344,6769,12396,12.93,54.61,94,1.41,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022 18:00:00,Oct-21,52243,4844,12396,9.27,39.08,-1925,-28.44,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022 19:00:00,Oct-21,50415,1582,12396,3.14,12.76,-3262,-67.34,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022 20:00:00,Oct-21,49132,6,12396,0.01,0.05,-1576,-99.64,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022 21:00:00,Oct-21,47573,0,12396,0.00,0.00,-5,-94.16,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022 22:00:00,Oct-21,45877,0,12396,0.00,0.00,0,30.86,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2022 23:00:00,Oct-21,43773,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2022 00:00:00,Oct-21,41347,0,12396,0.00,0.00,0,-24.75,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2022 01:00:00,Oct-22,39285,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2022 02:00:00,Oct-22,37471,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2022 03:00:00,Oct-22,36357,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2022 04:00:00,Oct-22,35661,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2022 05:00:00,Oct-22,35366,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2022 06:00:00,Oct-22,35668,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2022 07:00:00,Oct-22,36597,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2022 08:00:00,Oct-22,37503,39,12396,0.10,0.32,39,10772.58,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2022 09:00:00,Oct-22,38863,1940,12396,4.99,15.65,1901,4854.49,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2022 10:00:00,Oct-22,40889,5652,12396,13.82,45.59,3712,191.38,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2022 11:00:00,Oct-22,42789,7428,12396,17.36,59.92,1776,31.43,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2022 12:00:00,Oct-22,44936,7803,12396,17.36,62.95,375,5.05,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2022 13:00:00,Oct-22,47159,8138,12396,17.26,65.65,336,4.30,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2022 14:00:00,Oct-22,49125,8048,12396,16.38,64.92,-91,-1.12,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2022 15:00:00,Oct-22,51014,7665,12396,15.03,61.84,-382,-4.75,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2022 16:00:00,Oct-22,52398,7193,12396,13.73,58.02,-473,-6.17,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2022 17:00:00,Oct-22,53036,6023,12396,11.36,48.59,-1169,-16.26,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2022 18:00:00,Oct-22,52559,4359,12396,8.29,35.17,-1664,-27.62,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2022 19:00:00,Oct-22,50800,1007,12396,1.98,8.13,-3352,-76.89,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2022 20:00:00,Oct-22,50330,5,12396,0.01,0.04,-1003,-99.51,FALSE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2022 21:00:00,Oct-22,49050,0,12396,0.00,0.00,-5,-93.29,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2022 22:00:00,Oct-22,47415,0,12396,0.00,0.00,0,29.94,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2022 23:00:00,Oct-22,45503,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/23/2022 00:00:00,Oct-22,43413,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/23/2022 01:00:00,Oct-23,41178,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/23/2022 02:00:00,Oct-23,39488,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/23/2022 03:00:00,Oct-23,38184,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/23/2022 04:00:00,Oct-23,37432,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
10/23/2022 05:00:00,Oct-23,36963,0,12396,0.00,0.00,0,0.00,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,
